node;filiere1;filiere2;filiere3;trajectoire;date;capacite;date_BP_num
ch;enr;biomass;biomass;haut;2031;590;2030
de;enr;biomass;biomass;haut;2031;2230;2030
es;enr;biomass;biomass;haut;2031;2552;2030
fr;enr;biomass;biomass;haut;2031;1291;2030
gb;enr;biomass;biomass;haut;2031;3580;2030
ie;enr;biomass;biomass;haut;2031;344;2030
ni;enr;biomass;biomass;haut;2031;135;2030
it;enr;biomass;biomass;haut;2031;5337;2030
lu;enr;biomass;biomass;haut;2031;20;2030
nl;enr;biomass;biomass;haut;2031;0;2030
pt;enr;biomass;biomass;haut;2031;150;2030
at;enr;biomass;biomass;moyen;2031;500;2030
be;enr;biomass;biomass;moyen;2031;700;2030
ch;enr;biomass;biomass;moyen;2031;590;2030
de;enr;biomass;biomass;moyen;2031;1830;2030
es;enr;biomass;biomass;moyen;2031;2552;2030
fr;enr;biomass;biomass;moyen;2031;1171;2030
gb;enr;biomass;biomass;moyen;2031;2448;2030
ie;enr;biomass;biomass;moyen;2031;124;2030
ni;enr;biomass;biomass;moyen;2031;87;2030
it;enr;biomass;biomass;moyen;2031;4737;2030
lu;enr;biomass;biomass;moyen;2031;20;2030
nl;enr;biomass;biomass;moyen;2031;0;2030
pt;enr;biomass;biomass;moyen;2031;150;2030
at;enr;geothermal;geothermal;bas;2031;0;2030
be;enr;geothermal;geothermal;bas;2031;0;2030
ch;enr;geothermal;geothermal;bas;2031;0;2030
de;enr;geothermal;geothermal;bas;2031;39;2030
es;enr;geothermal;geothermal;bas;2031;0;2030
fr;enr;geothermal;geothermal;bas;2031;0;2030
gb;enr;geothermal;geothermal;bas;2031;0;2030
ie;enr;geothermal;geothermal;bas;2031;0;2030
ni;enr;geothermal;geothermal;bas;2031;0;2030
it;enr;geothermal;geothermal;bas;2031;824;2030
lu;enr;geothermal;geothermal;bas;2031;0;2030
nl;enr;geothermal;geothermal;bas;2031;0;2030
pt;enr;geothermal;geothermal;bas;2031;0;2030
at;enr;geothermal;geothermal;haut;2031;0;2030
be;enr;geothermal;geothermal;haut;2031;0;2030
ch;enr;geothermal;geothermal;haut;2031;0;2030
de;enr;geothermal;geothermal;haut;2031;39;2030
es;enr;geothermal;geothermal;haut;2031;0;2030
fr;enr;geothermal;geothermal;haut;2031;0;2030
gb;enr;geothermal;geothermal;haut;2031;15;2030
ie;enr;geothermal;geothermal;haut;2031;0;2030
ni;enr;geothermal;geothermal;haut;2031;0;2030
it;enr;geothermal;geothermal;haut;2031;1074;2030
lu;enr;geothermal;geothermal;haut;2031;0;2030
nl;enr;geothermal;geothermal;haut;2031;0;2030
pt;enr;geothermal;geothermal;haut;2031;0;2030
at;enr;geothermal;geothermal;moyen;2031;0;2030
be;enr;geothermal;geothermal;moyen;2031;0;2030
ch;enr;geothermal;geothermal;moyen;2031;0;2030
de;enr;geothermal;geothermal;moyen;2031;39;2030
es;enr;geothermal;geothermal;moyen;2031;0;2030
fr;enr;geothermal;geothermal;moyen;2031;0;2030
gb;enr;geothermal;geothermal;moyen;2031;0;2030
ie;enr;geothermal;geothermal;moyen;2031;0;2030
ni;enr;geothermal;geothermal;moyen;2031;0;2030
it;enr;geothermal;geothermal;moyen;2031;949;2030
lu;enr;geothermal;geothermal;moyen;2031;0;2030
nl;enr;geothermal;geothermal;moyen;2031;0;2030
pt;enr;geothermal;geothermal;moyen;2031;0;2030
at;enr;hydro;hydro;bas;2031;4500;2030
be;enr;hydro;hydro;bas;2031;1000;2030
ch;enr;hydro;hydro;bas;2031;8000;2030
de;enr;hydro;hydro;bas;2031;900;2030
es;enr;hydro;hydro;bas;2031;5500;2030
fr;enr;hydro;hydro;bas;2031;21400;2030
gb;enr;hydro;hydro;bas;2031;800;2030
ie;enr;hydro;hydro;bas;2031;200;2030
ni;enr;hydro;hydro;bas;2031;0;2030
it;enr;hydro;hydro;bas;2031;5000;2030
lu;enr;hydro;hydro;bas;2031;0;2030
nl;enr;hydro;hydro;bas;2031;0;2030
pt;enr;hydro;hydro;bas;2031;0;2030
at;enr;hydro;hydro;haut;2031;4500;2030
be;enr;hydro;hydro;haut;2031;1000;2030
ch;enr;hydro;hydro;haut;2031;8000;2030
de;enr;hydro;hydro;haut;2031;900;2030
es;enr;hydro;hydro;haut;2031;5500;2030
fr;enr;hydro;hydro;haut;2031;21400;2030
gb;enr;hydro;hydro;haut;2031;800;2030
ie;enr;hydro;hydro;haut;2031;200;2030
ni;enr;hydro;hydro;haut;2031;0;2030
it;enr;hydro;hydro;haut;2031;5000;2030
lu;enr;hydro;hydro;haut;2031;0;2030
nl;enr;hydro;hydro;haut;2031;0;2030
pt;enr;hydro;hydro;haut;2031;0;2030
at;enr;hydro;hydro;moyen;2031;4500;2030
be;enr;hydro;hydro;moyen;2031;1000;2030
ch;enr;hydro;hydro;moyen;2031;8000;2030
de;enr;hydro;hydro;moyen;2031;900;2030
es;enr;hydro;hydro;moyen;2031;5500;2030
fr;enr;hydro;hydro;moyen;2031;21400;2030
gb;enr;hydro;hydro;moyen;2031;800;2030
ie;enr;hydro;hydro;moyen;2031;200;2030
ni;enr;hydro;hydro;moyen;2031;0;2030
it;enr;hydro;hydro;moyen;2031;5000;2030
lu;enr;hydro;hydro;moyen;2031;0;2030
nl;enr;hydro;hydro;moyen;2031;0;2030
pt;enr;hydro;hydro;moyen;2031;0;2030
at;enr;hydro;step;bas;2031;5700;2030
be;enr;hydro;step;bas;2031;1100;2030
ch;enr;hydro;step;bas;2031;4000;2030
de;enr;hydro;step;bas;2031;4000;2030
es;enr;hydro;step;bas;2031;5000;2030
fr;enr;hydro;step;bas;2031;4200;2030
gb;enr;hydro;step;bas;2031;2000;2030
ie;enr;hydro;step;bas;2031;200;2030
it;enr;hydro;step;bas;2031;4000;2030
lu;enr;hydro;step;bas;2031;0;2030
ni;enr;hydro;step;bas;2031;0;2030
nl;enr;hydro;step;bas;2031;0;2030
pt;enr;hydro;step;bas;2031;2900;2030
at;enr;hydro;step;haut;2031;5700;2030
be;enr;hydro;step;haut;2031;1100;2030
ch;enr;hydro;step;haut;2031;4000;2030
de;enr;hydro;step;haut;2031;6000;2030
es;enr;hydro;step;haut;2031;5000;2030
fr;enr;hydro;step;haut;2031;5200;2030
gb;enr;hydro;step;haut;2031;2700;2030
ie;enr;hydro;step;haut;2031;200;2030
ni;enr;hydro;step;haut;2031;4000;2030
it;enr;hydro;step;haut;2031;0;2030
lu;enr;hydro;step;haut;2031;0;2030
nl;enr;hydro;step;haut;2031;0;2030
pt;enr;hydro;step;haut;2031;2900;2030
at;enr;hydro;step;moyen;2031;5700;2030
be;enr;hydro;step;moyen;2031;1100;2030
ch;enr;hydro;step;moyen;2031;4000;2030
de;enr;hydro;step;moyen;2031;5000;2030
es;enr;hydro;step;moyen;2031;5000;2030
fr;enr;hydro;step;moyen;2031;4200;2030
gb;enr;hydro;step;moyen;2031;2100;2030
ie;enr;hydro;step;moyen;2031;200;2030
ni;enr;hydro;step;moyen;2031;4000;2030
it;enr;hydro;step;moyen;2031;0;2030
lu;enr;hydro;step;moyen;2031;0;2030
nl;enr;hydro;step;moyen;2031;0;2030
pt;enr;hydro;step;moyen;2031;2900;2030
at;enr;hydrokinetic;hydrokinetic;bas;2031;0;2030
be;enr;hydrokinetic;hydrokinetic;bas;2031;0;2030
ch;enr;hydrokinetic;hydrokinetic;bas;2031;0;2030
de;enr;hydrokinetic;hydrokinetic;bas;2031;0;2030
es;enr;hydrokinetic;hydrokinetic;bas;2031;0;2030
fr;enr;hydrokinetic;hydrokinetic;bas;2031;100;2030
gb;enr;hydrokinetic;hydrokinetic;bas;2031;13;2030
ie;enr;hydrokinetic;hydrokinetic;bas;2031;0;2030
ni;enr;hydrokinetic;hydrokinetic;bas;2031;1;2030
it;enr;hydrokinetic;hydrokinetic;bas;2031;0;2030
lu;enr;hydrokinetic;hydrokinetic;bas;2031;0;2030
nl;enr;hydrokinetic;hydrokinetic;bas;2031;0;2030
pt;enr;hydrokinetic;hydrokinetic;bas;2031;0;2030
at;enr;hydrokinetic;hydrokinetic;haut;2031;0;2030
be;enr;hydrokinetic;hydrokinetic;haut;2031;0;2030
ch;enr;hydrokinetic;hydrokinetic;haut;2031;0;2030
de;enr;hydrokinetic;hydrokinetic;haut;2031;0;2030
es;enr;hydrokinetic;hydrokinetic;haut;2031;0;2030
fr;enr;hydrokinetic;hydrokinetic;haut;2031;800;2030
gb;enr;hydrokinetic;hydrokinetic;haut;2031;1328;2030
ie;enr;hydrokinetic;hydrokinetic;haut;2031;0;2030
ni;enr;hydrokinetic;hydrokinetic;haut;2031;101;2030
it;enr;hydrokinetic;hydrokinetic;haut;2031;0;2030
lu;enr;hydrokinetic;hydrokinetic;haut;2031;0;2030
nl;enr;hydrokinetic;hydrokinetic;haut;2031;0;2030
pt;enr;hydrokinetic;hydrokinetic;haut;2031;0;2030
at;enr;hydrokinetic;hydrokinetic;moyen;2031;0;2030
be;enr;hydrokinetic;hydrokinetic;moyen;2031;0;2030
ch;enr;hydrokinetic;hydrokinetic;moyen;2031;0;2030
de;enr;hydrokinetic;hydrokinetic;moyen;2031;0;2030
es;enr;hydrokinetic;hydrokinetic;moyen;2031;0;2030
fr;enr;hydrokinetic;hydrokinetic;moyen;2031;600;2030
gb;enr;hydrokinetic;hydrokinetic;moyen;2031;513;2030
ie;enr;hydrokinetic;hydrokinetic;moyen;2031;0;2030
ni;enr;hydrokinetic;hydrokinetic;moyen;2031;11;2030
it;enr;hydrokinetic;hydrokinetic;moyen;2031;0;2030
lu;enr;hydrokinetic;hydrokinetic;moyen;2031;0;2030
nl;enr;hydrokinetic;hydrokinetic;moyen;2031;0;2030
pt;enr;hydrokinetic;hydrokinetic;moyen;2031;0;2030
at;enr;other;other;bas;2031;0;2030
be;enr;other;other;bas;2031;0;2030
ch;enr;other;other;bas;2031;0;2030
de;enr;other;other;bas;2031;600;2030
es;enr;other;other;bas;2031;1442;2030
fr;enr;other;other;bas;2031;0;2030
gb;enr;other;other;bas;2031;0;2030
ie;enr;other;other;bas;2031;0;2030
ni;enr;other;other;bas;2031;0;2030
it;enr;other;other;bas;2031;237;2030
lu;enr;other;other;bas;2031;0;2030
nl;enr;other;other;bas;2031;0;2030
pt;enr;other;other;bas;2031;0;2030
at;enr;other;other;haut;2031;0;2030
be;enr;other;other;haut;2031;0;2030
ch;enr;other;other;haut;2031;0;2030
de;enr;other;other;haut;2031;600;2030
es;enr;other;other;haut;2031;2067;2030
fr;enr;other;other;haut;2031;0;2030
gb;enr;other;other;haut;2031;0;2030
ie;enr;other;other;haut;2031;0;2030
ni;enr;other;other;haut;2031;0;2030
it;enr;other;other;haut;2031;487;2030
lu;enr;other;other;haut;2031;0;2030
nl;enr;other;other;haut;2031;0;2030
pt;enr;other;other;haut;2031;0;2030
at;enr;other;other;moyen;2031;0;2030
be;enr;other;other;moyen;2031;0;2030
ch;enr;other;other;moyen;2031;0;2030
de;enr;other;other;moyen;2031;600;2030
es;enr;other;other;moyen;2031;1754;2030
fr;enr;other;other;moyen;2031;0;2030
gb;enr;other;other;moyen;2031;0;2030
ie;enr;other;other;moyen;2031;0;2030
ni;enr;other;other;moyen;2031;0;2030
it;enr;other;other;moyen;2031;387;2030
lu;enr;other;other;moyen;2031;0;2030
nl;enr;other;other;moyen;2031;0;2030
pt;enr;other;other;moyen;2031;0;2030
at;enr;solar;pv;bas;2031;2300;2030
be;enr;solar;pv;bas;2031;4960;2030
ch;enr;solar;pv;bas;2031;3040;2030
de;enr;solar;pv;bas;2031;49950;2030
es;enr;solar;pv;bas;2031;12355;2030
fr;enr;solar;pv;bas;2031;0;2030
gb;enr;solar;pv;bas;2031;14350;2030
ie;enr;solar;pv;bas;2031;29;2030
ni;enr;solar;pv;bas;2031;228;2030
it;enr;solar;pv;bas;2031;23461;2030
lu;enr;solar;pv;bas;2031;195;2030
nl;enr;solar;pv;bas;2031;7639;2030
pt;enr;solar;pv;bas;2031;745;2030
at;enr;solar;pv;haut;2031;4710;2030
be;enr;solar;pv;haut;2031;6620;2030
ch;enr;solar;pv;haut;2031;5840;2030
de;enr;solar;pv;haut;2031;66350;2030
es;enr;solar;pv;haut;2031;39875;2030
fr;enr;solar;pv;haut;2031;35956;2030
gb;enr;solar;pv;haut;2031;33200;2030
ie;enr;solar;pv;haut;2031;305;2030
ni;enr;solar;pv;haut;2031;387;2030
it;enr;solar;pv;haut;2031;34061;2030
lu;enr;solar;pv;haut;2031;195;2030
nl;enr;solar;pv;haut;2031;11839;2030
pt;enr;solar;pv;haut;2031;1920;2030
at;enr;solar;pv;moyen;2031;2750;2030
be;enr;solar;pv;moyen;2031;5630;2030
ch;enr;solar;pv;moyen;2031;4440;2030
de;enr;solar;pv;moyen;2031;57450;2030
es;enr;solar;pv;moyen;2031;19900;2030
fr;enr;solar;pv;moyen;2031;27656;2030
gb;enr;solar;pv;moyen;2031;23500;2030
ie;enr;solar;pv;moyen;2031;120;2030
ni;enr;solar;pv;moyen;2031;295;2030
it;enr;solar;pv;moyen;2031;24861;2030
lu;enr;solar;pv;moyen;2031;195;2030
nl;enr;solar;pv;moyen;2031;10439;2030
pt;enr;solar;pv;moyen;2031;1505;2030
at;enr;solar;thermo;bas;2031;0;2030
be;enr;solar;thermo;bas;2031;0;2030
ch;enr;solar;thermo;bas;2031;0;2030
de;enr;solar;thermo;bas;2031;0;2030
es;enr;solar;thermo;bas;2031;2300;2030
fr;enr;solar;thermo;bas;2031;0;2030
gb;enr;solar;thermo;bas;2031;0;2030
ie;enr;solar;thermo;bas;2031;0;2030
ni;enr;solar;thermo;bas;2031;0;2030
it;enr;solar;thermo;bas;2031;0;2030
lu;enr;solar;thermo;bas;2031;0;2030
nl;enr;solar;thermo;bas;2031;0;2030
pt;enr;solar;thermo;bas;2031;0;2030
at;enr;solar;thermo;haut;2031;0;2030
be;enr;solar;thermo;haut;2031;0;2030
ch;enr;solar;thermo;haut;2031;0;2030
de;enr;solar;thermo;haut;2031;0;2030
es;enr;solar;thermo;haut;2031;2300;2030
fr;enr;solar;thermo;haut;2031;0;2030
gb;enr;solar;thermo;haut;2031;0;2030
ie;enr;solar;thermo;haut;2031;0;2030
ni;enr;solar;thermo;haut;2031;0;2030
it;enr;solar;thermo;haut;2031;0;2030
lu;enr;solar;thermo;haut;2031;0;2030
nl;enr;solar;thermo;haut;2031;0;2030
pt;enr;solar;thermo;haut;2031;0;2030
at;enr;solar;thermo;moyen;2031;0;2030
be;enr;solar;thermo;moyen;2031;0;2030
ch;enr;solar;thermo;moyen;2031;0;2030
de;enr;solar;thermo;moyen;2031;0;2030
es;enr;solar;thermo;moyen;2031;2300;2030
fr;enr;solar;thermo;moyen;2031;0;2030
gb;enr;solar;thermo;moyen;2031;0;2030
ie;enr;solar;thermo;moyen;2031;0;2030
ni;enr;solar;thermo;moyen;2031;0;2030
it;enr;solar;thermo;moyen;2031;0;2030
lu;enr;solar;thermo;moyen;2031;0;2030
nl;enr;solar;thermo;moyen;2031;0;2030
pt;enr;solar;thermo;moyen;2031;0;2030
at;enr;waste;waste;bas;2031;100;2030
be;enr;waste;waste;bas;2031;220;2030
ch;enr;waste;waste;bas;2031;300;2030
de;enr;waste;waste;bas;2031;1944;2030
es;enr;waste;waste;bas;2031;338;2030
fr;enr;waste;waste;bas;2031;937;2030
gb;enr;waste;waste;bas;2031;946;2030
ie;enr;waste;waste;bas;2031;41;2030
ni;enr;waste;waste;bas;2031;0;2030
it;enr;waste;waste;bas;2031;0;2030
lu;enr;waste;waste;bas;2031;20;2030
nl;enr;waste;waste;bas;2031;0;2030
pt;enr;waste;waste;bas;2031;350;2030
at;enr;waste;waste;haut;2031;100;2030
be;enr;waste;waste;haut;2031;220;2030
ch;enr;waste;waste;haut;2031;300;2030
de;enr;waste;waste;haut;2031;1944;2030
es;enr;waste;waste;haut;2031;338;2030
fr;enr;waste;waste;haut;2031;937;2030
gb;enr;waste;waste;haut;2031;1106;2030
ie;enr;waste;waste;haut;2031;41;2030
ni;enr;waste;waste;haut;2031;0;2030
it;enr;waste;waste;haut;2031;0;2030
lu;enr;waste;waste;haut;2031;20;2030
nl;enr;waste;waste;haut;2031;0;2030
pt;enr;waste;waste;haut;2031;350;2030
at;enr;waste;waste;moyen;2031;100;2030
be;enr;waste;waste;moyen;2031;220;2030
ch;enr;waste;waste;moyen;2031;300;2030
de;enr;waste;waste;moyen;2031;1944;2030
es;enr;waste;waste;moyen;2031;338;2030
fr;enr;waste;waste;moyen;2031;937;2030
gb;enr;waste;waste;moyen;2031;1006;2030
ie;enr;waste;waste;moyen;2031;41;2030
ni;enr;waste;waste;moyen;2031;0;2030
it;enr;waste;waste;moyen;2031;0;2030
lu;enr;waste;waste;moyen;2031;20;2030
nl;enr;waste;waste;moyen;2031;0;2030
pt;enr;waste;waste;moyen;2031;350;2030
at;enr;wave;wave;bas;2031;0;2030
be;enr;wave;wave;bas;2031;0;2030
ch;enr;wave;wave;bas;2031;0;2030
de;enr;wave;wave;bas;2031;0;2030
es;enr;wave;wave;bas;2031;0;2030
fr;enr;wave;wave;bas;2031;0;2030
gb;enr;wave;wave;bas;2031;0;2030
ie;enr;wave;wave;bas;2031;0;2030
ni;enr;wave;wave;bas;2031;0;2030
it;enr;wave;wave;bas;2031;0;2030
lu;enr;wave;wave;bas;2031;0;2030
nl;enr;wave;wave;bas;2031;0;2030
pt;enr;wave;wave;bas;2031;0;2030
at;enr;wave;wave;haut;2031;0;2030
be;enr;wave;wave;haut;2031;0;2030
ch;enr;wave;wave;haut;2031;0;2030
de;enr;wave;wave;haut;2031;0;2030
es;enr;wave;wave;haut;2031;0;2030
fr;enr;wave;wave;haut;2031;0;2030
gb;enr;wave;wave;haut;2031;302;2030
ie;enr;wave;wave;haut;2031;0;2030
ni;enr;wave;wave;haut;2031;0;2030
it;enr;wave;wave;haut;2031;0;2030
lu;enr;wave;wave;haut;2031;0;2030
nl;enr;wave;wave;haut;2031;0;2030
pt;enr;wave;wave;haut;2031;0;2030
at;enr;wave;wave;moyen;2031;0;2030
be;enr;wave;wave;moyen;2031;0;2030
ch;enr;wave;wave;moyen;2031;0;2030
de;enr;wave;wave;moyen;2031;0;2030
es;enr;wave;wave;moyen;2031;0;2030
fr;enr;wave;wave;moyen;2031;0;2030
gb;enr;wave;wave;moyen;2031;102;2030
ie;enr;wave;wave;moyen;2031;0;2030
ni;enr;wave;wave;moyen;2031;0;2030
it;enr;wave;wave;moyen;2031;0;2030
lu;enr;wave;wave;moyen;2031;0;2030
nl;enr;wave;wave;moyen;2031;0;2030
pt;enr;wave;wave;moyen;2031;0;2030
at;enr;wind;offshore;bas;2031;0;2030
be;enr;wind;offshore;bas;2031;2314;2030
ch;enr;wind;offshore;bas;2031;0;2030
de;enr;wind;offshore;bas;2031;10380;2030
es;enr;wind;offshore;bas;2031;0;2030
fr;enr;wind;offshore;bas;2031;4000;2030
gb;enr;wind;offshore;bas;2031;12244;2030
ie;enr;wind;offshore;bas;2031;25;2030
ni;enr;wind;offshore;bas;2031;0;2030
it;enr;wind;offshore;bas;2031;330;2030
lu;enr;wind;offshore;bas;2031;0;2030
nl;enr;wind;offshore;bas;2031;4601;2030
pt;enr;wind;offshore;bas;2031;0;2030
at;enr;wind;offshore;haut;2031;0;2030
be;enr;wind;offshore;haut;2031;2314;2030
ch;enr;wind;offshore;haut;2031;0;2030
de;enr;wind;offshore;haut;2031;16330;2030
es;enr;wind;offshore;haut;2031;0;2030
fr;enr;wind;offshore;haut;2031;10000;2030
gb;enr;wind;offshore;haut;2031;27844;2030
ie;enr;wind;offshore;haut;2031;625;2030
ni;enr;wind;offshore;haut;2031;100;2030
it;enr;wind;offshore;haut;2031;660;2030
lu;enr;wind;offshore;haut;2031;0;2030
nl;enr;wind;offshore;haut;2031;9501;2030
pt;enr;wind;offshore;haut;2031;0;2030
at;enr;wind;offshore;moyen;2031;0;2030
be;enr;wind;offshore;moyen;2031;2314;2030
ch;enr;wind;offshore;moyen;2031;0;2030
de;enr;wind;offshore;moyen;2031;13930;2030
es;enr;wind;offshore;moyen;2031;0;2030
fr;enr;wind;offshore;moyen;2031;7500;2030
gb;enr;wind;offshore;moyen;2031;19844;2030
ie;enr;wind;offshore;moyen;2031;225;2030
ni;enr;wind;offshore;moyen;2031;0;2030
it;enr;wind;offshore;moyen;2031;460;2030
lu;enr;wind;offshore;moyen;2031;0;2030
nl;enr;wind;offshore;moyen;2031;7051;2030
pt;enr;wind;offshore;moyen;2031;0;2030
at;enr;wind;onshore;bas;2031;4332;2030
be;enr;wind;onshore;bas;2031;3370;2030
ch;enr;wind;onshore;bas;2031;230;2030
de;enr;wind;onshore;bas;2031;65810;2030
es;enr;wind;onshore;bas;2031;27094;2030
fr;enr;wind;onshore;bas;2031;22243;2030
gb;enr;wind;onshore;bas;2031;11775;2030
ie;enr;wind;onshore;bas;2031;3785;2030
ni;enr;wind;onshore;bas;2031;1163;2030
it;enr;wind;onshore;bas;2031;12908;2030
lu;enr;wind;onshore;bas;2031;176;2030
nl;enr;wind;onshore;bas;2031;5579;2030
pt;enr;wind;onshore;bas;2031;5270;2030
at;enr;wind;onshore;haut;2031;5052;2030
be;enr;wind;onshore;haut;2031;4870;2030
ch;enr;wind;onshore;haut;2031;410;2030
de;enr;wind;onshore;haut;2031;81810;2030
es;enr;wind;onshore;haut;2031;37314;2030
fr;enr;wind;onshore;haut;2031;41343;2030
gb;enr;wind;onshore;haut;2031;18225;2030
ie;enr;wind;onshore;haut;2031;5450;2030
ni;enr;wind;onshore;haut;2031;1863;2030
it;enr;wind;onshore;haut;2031;18308;2030
lu;enr;wind;onshore;haut;2031;238;2030
nl;enr;wind;onshore;haut;2031;7399;2030
pt;enr;wind;onshore;haut;2031;6150;2030
at;enr;wind;onshore;moyen;2031;4332;2030
be;enr;wind;onshore;moyen;2031;4020;2030
ch;enr;wind;onshore;moyen;2031;230;2030
de;enr;wind;onshore;moyen;2031;74310;2030
es;enr;wind;onshore;moyen;2031;31074;2030
fr;enr;wind;onshore;moyen;2031;32743;2030
gb;enr;wind;onshore;moyen;2031;15825;2030
ie;enr;wind;onshore;moyen;2031;4685;2030
ni;enr;wind;onshore;moyen;2031;1538;2030
it;enr;wind;onshore;moyen;2031;15558;2030
lu;enr;wind;onshore;moyen;2031;204;2030
nl;enr;wind;onshore;moyen;2031;6799;2030
