Trajectoire;Secteur;Branche;Branche2;Usage;Usage2;Année;Consommation
Intermédiaire 2;Industrie;Industries diverses;E38 - Industries diverses;Autres usages;Autres usages;2005;6190,76381
Intermédiaire 2;Industrie;Industries diverses;non réparti;Autres usages;Autres usages;2005;2498,982159
Intermédiaire 2;Pertes;Pertes;Pertes;Pertes;Pertes;2005;30462,09174
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Autres usages résidentiels;USR - Usages résidentiels;2005;20558,6307
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Eclairage intérieur;ECL - Eclairage résidentiel;2005;10292,11368
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Froid;FRR - Froid résidentiel;2005;18323,72421
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Lavage;LAV - Lavage résidentiel;2005;11222,15336
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Produits gris & bruns résidentiels;TIC - Produits gris-bruns;2005;14026,28916
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Cuisson;CUI - Cuisson résidentielle;2005;9712,552821
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECA - Eau chaude asservie;2005;13658,96258
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECD - Eau chaude non asservie;2005;3414,668236
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;CES - Chauffe-eau solaire;2005;0,072408433
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Chauffage;CDO - Chauffage domestique (hors PAC R/R et R/O);2005;34356,69061
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAA - Pompes à chaleur air-air;2005;17,05906977
Intermédiaire 2;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAE - Pompes à chaleur air-eau;2005;537,1749051
Intermédiaire 2;Tertiaire;Agriculture BT;Agriculture BT;Autres usages;Autres usages;2005;3968
Intermédiaire 2;Tertiaire;Armées;Armées;Autres usages;Autres usages;2005;1533
Intermédiaire 2;Tertiaire;Artisanat;Artisanat;Autres usages;Autres usages;2005;4361,549504
Intermédiaire 2;Tertiaire;Assainissement, gestion des déchets;Assainissement, gestion des déchets;Autres usages;Autres usages;2005;1080,688326
Intermédiaire 2;Tertiaire;Bureaux, administration;Bureaux, administration;Chauffage;Chauffage;2005;5836,328924
Intermédiaire 2;Tertiaire;Bureaux, administration;Bureaux, administration;Climatisation & ventilation;Climatisation & ventilation;2005;4361,930985
Intermédiaire 2;Tertiaire;Bureaux, administration;Bureaux, administration;Eau chaude sanitaire;Eau chaude sanitaire;2005;468,2249352
Intermédiaire 2;Tertiaire;Bureaux, administration;Bureaux, administration;Cuisson;Cuisson;2005;399,9603652
Intermédiaire 2;Tertiaire;Bureaux, administration;Bureaux, administration;Froid;Froid;2005;113,7742833
Intermédiaire 2;Tertiaire;Bureaux, administration;Bureaux, administration;Eclairage intérieur;Eclairage;2005;6506,281697
Intermédiaire 2;Tertiaire;Bureaux, administration;Bureaux, administration;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;8250,534661
Intermédiaire 2;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Chauffage;Chauffage;2005;831,1406477
Intermédiaire 2;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Climatisation & ventilation;Climatisation & ventilation;2005;640,6740397
Intermédiaire 2;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Eau chaude sanitaire;Eau chaude sanitaire;2005;482,7210421
Intermédiaire 2;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Cuisson;Cuisson;2005;802,2761165
Intermédiaire 2;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Froid;Froid;2005;685,7835069
Intermédiaire 2;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Eclairage intérieur;Eclairage;2005;774,7553889
Intermédiaire 2;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;1326,121787
Intermédiaire 2;Tertiaire;Centre de recherche énergétique;Centre de recherche énergétique;Autres usages;Autres usages;2005;1336,797841
Intermédiaire 2;Tertiaire;Commerce;Commerce;Chauffage;Chauffage;2005;3983,245803
Intermédiaire 2;Tertiaire;Commerce;Commerce;Climatisation & ventilation;Climatisation & ventilation;2005;2893,143402
Intermédiaire 2;Tertiaire;Commerce;Commerce;Eau chaude sanitaire;Eau chaude sanitaire;2005;1324,873247
Intermédiaire 2;Tertiaire;Commerce;Commerce;Cuisson;Cuisson;2005;633,5224515
Intermédiaire 2;Tertiaire;Commerce;Commerce;Froid;Froid;2005;6798,059095
Intermédiaire 2;Tertiaire;Commerce;Commerce;Eclairage intérieur;Eclairage;2005;5897,092439
Intermédiaire 2;Tertiaire;Commerce;Commerce;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;1451,219957
Intermédiaire 2;Tertiaire;Datacenter;Datacenter;Autres usages;Autres usages;2005;2297,881356
Intermédiaire 2;Tertiaire;Eclairage public;Eclairage public;Autres usages;Autres usages;2005;6752,113744
Intermédiaire 2;Tertiaire;Enseignement, recherche;Enseignement, recherche;Chauffage;Chauffage;2005;1199,144387
Intermédiaire 2;Tertiaire;Enseignement, recherche;Enseignement, recherche;Climatisation & ventilation;Climatisation & ventilation;2005;248,3295492
Intermédiaire 2;Tertiaire;Enseignement, recherche;Enseignement, recherche;Eau chaude sanitaire;Eau chaude sanitaire;2005;633,6301055
Intermédiaire 2;Tertiaire;Enseignement, recherche;Enseignement, recherche;Cuisson;Cuisson;2005;881,9596547
Intermédiaire 2;Tertiaire;Enseignement, recherche;Enseignement, recherche;Froid;Froid;2005;289,5322099
Intermédiaire 2;Tertiaire;Enseignement, recherche;Enseignement, recherche;Eclairage intérieur;Eclairage;2005;1844,419718
Intermédiaire 2;Tertiaire;Enseignement, recherche;Enseignement, recherche;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;562,225493
Intermédiaire 2;Tertiaire;Entreposage et stockage;Entreposage et stockage;Autres usages;Autres usages;2005;1723,188124
Intermédiaire 2;Tertiaire;Gérant d'immeuble habitat;Gérant d'immeuble habitat;Autres usages;Autres usages;2005;5801
Intermédiaire 2;Tertiaire;Gérant d'immeuble tertiaire;Gérant d'immeuble tertiaire;Autres usages;Autres usages;2005;1824
Intermédiaire 2;Tertiaire;Habitat communautaire;Habitat communautaire;Chauffage;Chauffage;2005;853,7488931
Intermédiaire 2;Tertiaire;Habitat communautaire;Habitat communautaire;Climatisation & ventilation;Climatisation & ventilation;2005;176,3428359
Intermédiaire 2;Tertiaire;Habitat communautaire;Habitat communautaire;Eau chaude sanitaire;Eau chaude sanitaire;2005;315,2796157
Intermédiaire 2;Tertiaire;Habitat communautaire;Habitat communautaire;Cuisson;Cuisson;2005;531,1659967
Intermédiaire 2;Tertiaire;Habitat communautaire;Habitat communautaire;Froid;Froid;2005;0
Intermédiaire 2;Tertiaire;Habitat communautaire;Habitat communautaire;Eclairage intérieur;Eclairage;2005;458,3577447
Intermédiaire 2;Tertiaire;Habitat communautaire;Habitat communautaire;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;1025,237496
Intermédiaire 2;Tertiaire;Santé, action sociale;Santé, action sociale;Chauffage;Chauffage;2005;1012,432009
Intermédiaire 2;Tertiaire;Santé, action sociale;Santé, action sociale;Climatisation & ventilation;Climatisation & ventilation;2005;933,2037812
Intermédiaire 2;Tertiaire;Santé, action sociale;Santé, action sociale;Eau chaude sanitaire;Eau chaude sanitaire;2005;569,3724336
Intermédiaire 2;Tertiaire;Santé, action sociale;Santé, action sociale;Cuisson;Cuisson;2005;345,7185316
Intermédiaire 2;Tertiaire;Santé, action sociale;Santé, action sociale;Froid;Froid;2005;0
Intermédiaire 2;Tertiaire;Santé, action sociale;Santé, action sociale;Eclairage intérieur;Eclairage;2005;1454,651636
Intermédiaire 2;Tertiaire;Santé, action sociale;Santé, action sociale;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;1655,55078
Intermédiaire 2;Tertiaire;Autre tertiaire;SOLDE TERTIAIRE;Autres usages;Autres usages;2005;14381,53408
Intermédiaire 2;Tertiaire;Sport, loisirs;Sport, loisirs;Chauffage;Chauffage;2005;395,398378
Intermédiaire 2;Tertiaire;Sport, loisirs;Sport, loisirs;Climatisation & ventilation;Climatisation & ventilation;2005;248,3225461
Intermédiaire 2;Tertiaire;Sport, loisirs;Sport, loisirs;Eau chaude sanitaire;Eau chaude sanitaire;2005;289,3350933
Intermédiaire 2;Tertiaire;Sport, loisirs;Sport, loisirs;Cuisson;Cuisson;2005;47,75433579
Intermédiaire 2;Tertiaire;Sport, loisirs;Sport, loisirs;Froid;Froid;2005;0
Intermédiaire 2;Tertiaire;Sport, loisirs;Sport, loisirs;Eclairage intérieur;Eclairage;2005;491,0671236
Intermédiaire 2;Tertiaire;Sport, loisirs;Sport, loisirs;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;358,5181233
Intermédiaire 2;Tertiaire;Télécommunications;Télécommunications;Autres usages;Autres usages;2005;2493,053346
Intermédiaire 2;Tertiaire;Transports;Transports;Chauffage;Chauffage;2005;147,9526911
Intermédiaire 2;Tertiaire;Transports;Transports;Climatisation & ventilation;Climatisation & ventilation;2005;58,63065842
Intermédiaire 2;Tertiaire;Transports;Transports;Eau chaude sanitaire;Eau chaude sanitaire;2005;47,71322547
Intermédiaire 2;Tertiaire;Transports;Transports;Cuisson;Cuisson;2005;35,17839505
Intermédiaire 2;Tertiaire;Transports;Transports;Froid;Froid;2005;0
Intermédiaire 2;Tertiaire;Transports;Transports;Eclairage intérieur;Eclairage;2005;365,9054609
Intermédiaire 2;Tertiaire;Transports;Transports;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2005;613,4678872
Intermédiaire 2;Transport, agriculture et énergie;Agriculture;Agriculture;Autres usages;Autres usages;2005;3358,69745
Intermédiaire 2;Transport, agriculture et énergie;Energie hors Eurodif;Energie hors Eurodif;Autres usages;Autres usages;2005;13316,46689
Intermédiaire 2;Transport, agriculture et énergie;Eurodif;Eurodif;Autres usages;Autres usages;2005;18806
Intermédiaire 2;Transport, agriculture et énergie;Transports;Transports;Autres usages;Autres usages;2005;12249,43305
Intermédiaire 2;Transport, agriculture et énergie;Transports;Transports;VE & VHR;VE & VHR;2005;0
Intermédiaire 3;Industrie;Industrie agro-alimentaire;E12 - Industrie laitiere;Autres usages;Autres usages;2005;3376,561706
Intermédiaire 3;Industrie;Industrie agro-alimentaire;E13 - Sucreries,raffineries de sucre;Autres usages;Autres usages;2005;346,484136
Intermédiaire 3;Industrie;Industrie agro-alimentaire;E14 - Industries alimentaires (sauf.laiteries, sucreries);Autres usages;Autres usages;2005;15714,10194
Intermédiaire 3;Industrie;Sidérurgie;E16 - Sidérurgie;Autres usages;Autres usages;2005;13577,87177
Intermédiaire 3;Industrie;Métallurgie et Mécanique (hors industrie automobile);E18 - Première transformation de métaux.non.ferreux;Autres usages;Autres usages;2005;9094,040271
Intermédiaire 3;Industrie;Minéraux et matériaux;E19 - Production de minéraux divers;Autres usages;Autres usages;2005;802,612861
Intermédiaire 3;Industrie;Minéraux et matériaux;E20 - Fabrication plâtres, chaux, ciment;Autres usages;Autres usages;2005;3202,002635
Intermédiaire 3;Industrie;Minéraux et matériaux;E21 - Production matériaux.de construction, céramiques;Autres usages;Autres usages;2005;3349,734838
Intermédiaire 3;Industrie;Minéraux et matériaux;E22 - Industrie du verre;Autres usages;Autres usages;2005;3404,303228
Intermédiaire 3;Industrie;Chimie et parachimie;E23 - Fabrication d'engrais;Autres usages;Autres usages;2005;909,700415
Intermédiaire 3;Industrie;Chimie et parachimie;E24 - Autres Industries chimie minérale de base;Autres usages;Autres usages;2005;10044,61625
Intermédiaire 3;Industrie;Chimie et parachimie;E25 - Fabric. de matières plastiques, caoutchoucs synthétiques;Autres usages;Autres usages;2005;2757,718437
Intermédiaire 3;Industrie;Chimie et parachimie;E26 - Autres Industries chimie organique de base;Autres usages;Autres usages;2005;8268,914912
Intermédiaire 3;Industrie;Chimie et parachimie;E28 - Parachimie, Industries pharmaceutiques;Autres usages;Autres usages;2005;2476,217757
Intermédiaire 3;Industrie;Métallurgie et Mécanique (hors industrie automobile);E29 - Fonderie, travail des metaux;Autres usages;Autres usages;2005;8831,443451
Intermédiaire 3;Industrie;Métallurgie et Mécanique (hors industrie automobile);E30 - Construction mécanique;Autres usages;Autres usages;2005;3040,605593
Intermédiaire 3;Industrie;Métallurgie et Mécanique (hors industrie automobile);E31 - Construction électrique et.électronique;Autres usages;Autres usages;2005;5681,502153
Intermédiaire 3;Industrie;Construction automobile;E32 - Construction autres matériels de transport.terrestre;Autres usages;Autres usages;2005;7478,407479
Intermédiaire 3;Industrie;Métallurgie et Mécanique (hors industrie automobile);E33 - Construction navale, aéronautique et armement;Autres usages;Autres usages;2005;2526,996578
Intermédiaire 3;Industrie;Industries diverses;E34 - Industrie textile, cuir, habillement;Autres usages;Autres usages;2005;2564,762315
Intermédiaire 3;Industrie;Industrie du papier et du carton;E35 - Industrie du papier et du carton;Autres usages;Autres usages;2005;11807,06059
Intermédiaire 3;Industrie;Industries diverses;E36 - Industrie caoutchouc;Autres usages;Autres usages;2005;1931,270578
Intermédiaire 3;Industrie;Industries diverses;E37 - Transformation des matières plastiques;Autres usages;Autres usages;2005;6500,790715
Intermédiaire 3;Industrie;Industries diverses;E38 - Industries diverses;Autres usages;Autres usages;2005;6190,76381
Intermédiaire 3;Industrie;Industries diverses;non réparti;Autres usages;Autres usages;2005;2498,982159
Intermédiaire 3;Pertes;Pertes;Pertes;Pertes;Pertes;2005;30462,09174
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Autres usages résidentiels;USR - Usages résidentiels;2005;20558,6307
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Eclairage intérieur;ECL - Eclairage résidentiel;2005;10292,11368
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Froid;FRR - Froid résidentiel;2005;18323,72421
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Lavage;LAV - Lavage résidentiel;2005;11222,15336
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Produits gris & bruns résidentiels;TIC - Produits gris-bruns;2005;14026,28916
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Cuisson;CUI - Cuisson résidentielle;2005;9712,552821
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECA - Eau chaude asservie;2005;13658,96258
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECD - Eau chaude non asservie;2005;3414,668236
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;CES - Chauffe-eau solaire;2005;0,072408433
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Chauffage;CDO - Chauffage domestique (hors PAC R/R et R/O);2005;34356,69061
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAA - Pompes à chaleur air-air;2005;17,05906977
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAE - Pompes à chaleur air-eau;2005;537,1749051
Intermédiaire 3;Tertiaire;Agriculture BT;Agriculture BT;Autres usages;Autres usages;2005;3968
Intermédiaire 3;Tertiaire;Armées;Armées;Autres usages;Autres usages;2005;1533
Intermédiaire 3;Tertiaire;Artisanat;Artisanat;Autres usages;Autres usages;2005;4361,549504
Intermédiaire 3;Tertiaire;Assainissement, gestion des déchets;Assainissement, gestion des déchets;Autres usages;Autres usages;2005;1080,688326
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Chauffage;Chauffage;2005;5836,328924
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Climatisation & ventilation;Climatisation & ventilation;2005;4361,930985
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Eau chaude sanitaire;Eau chaude sanitaire;2005;468,2249352
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Cuisson;Cuisson;2005;399,9603652
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Froid;Froid;2005;113,7742833
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Eclairage intérieur;Eclairage;2005;6506,281697
